Transaction ID,Applicant ID,Transaction Date,Merchant,Category,Amount (INR)
TXN02690,AP0340,2023-12-20,Swiggy,Groceries,6847.09
TXN02691,AP0884,2024-12-06,Ola,Shopping,36502.32
TXN02692,AP0980,2024-10-11,IRCTC,Groceries,30709.81
TXN02693,AP0293,2023-09-02,Flipkart,Dining,42662.72
TXN02694,AP0536,2024-08-30,Swiggy,Groceries,28986.22
TXN02695,AP0803,2023-10-08,Zomato,Groceries,47778.64
TXN02696,AP0582,2024-04-21,Amazon,Shopping,27347.34
TXN02697,AP0665,2024-02-08,Zomato,Groceries,7666.72
TXN02698,AP0660,2023-01-09,Zomato,Travel,33363.3
TXN02699,AP0769,2023-08-13,IRCTC,Utilities,47403.49
TXN02700,AP0313,2024-02-05,Amazon,Utilities,37441.9
TXN02701,AP0938,2024-02-13,Big Bazaar,Entertainment,42944.61
TXN02702,AP0818,2023-05-15,Zomato,Shopping,2891.04
TXN02703,AP0500,2023-12-21,Zomato,Groceries,26868.18
TXN02704,AP0222,2024-02-13,Myntra,Groceries,49457.82
TXN02705,AP0480,2023-06-08,MakeMyTrip,Groceries,15492.84
TXN02706,AP0040,2024-12-30,Ola,Shopping,8787.82
TXN02707,AP0197,2023-04-28,Ola,Dining,42220.29
TXN02708,AP0743,2023-06-24,Flipkart,Entertainment,44303.38
TXN02709,AP0647,2023-05-28,Amazon,Entertainment,20354.73
TXN02710,AP0554,2024-08-21,Zomato,Entertainment,37498.98
TXN02711,AP0101,2024-11-21,Big Bazaar,Dining,25730.07
TXN02712,AP0669,2025-03-14,Big Bazaar,Dining,35553.94
TXN02713,AP0336,2025-04-01,Amazon,Dining,37715.99
TXN02714,AP0463,2024-10-09,Myntra,Travel,19712.67
TXN02715,AP0997,2024-04-23,Myntra,Groceries,40081.8
TXN02716,AP0287,2023-09-18,Amazon,Travel,9702.13
TXN02717,AP0151,2024-08-31,Flipkart,Utilities,39187.95
TXN02718,AP0813,2023-08-28,Myntra,Entertainment,21095.12
TXN02719,AP0730,2025-02-22,IRCTC,Entertainment,47933.68
TXN02720,AP0086,2023-10-07,Uber,Shopping,31608.47
TXN02721,AP0292,2023-01-29,Uber,Groceries,26541.38
TXN02722,AP0869,2024-11-17,Zomato,Utilities,19840.58
TXN02723,AP0759,2023-07-23,Uber,Entertainment,10409.67
TXN02724,AP0257,2023-09-10,IRCTC,Travel,23589.1
TXN02725,AP0364,2024-09-16,Flipkart,Shopping,20719.12
TXN02726,AP0359,2024-01-29,Zomato,Travel,9836.12
TXN02727,AP0720,2024-09-23,Flipkart,Utilities,48085.53
TXN02728,AP0365,2023-04-15,IRCTC,Dining,20997.1
TXN02729,AP0965,2023-02-07,MakeMyTrip,Utilities,17563.57
TXN02730,AP0739,2023-08-28,Big Bazaar,Entertainment,49174.92
TXN02731,AP0945,2023-08-05,Amazon,Utilities,3206.57
TXN02732,AP0067,2024-04-01,Zomato,Utilities,20924.34
TXN02733,AP0335,2024-05-13,Zomato,Entertainment,6787.49
TXN02734,AP0156,2025-02-12,IRCTC,Utilities,46093.13
TXN02735,AP0822,2023-10-15,MakeMyTrip,Entertainment,15010.1
TXN02736,AP0651,2024-08-11,Big Bazaar,Travel,31876.84
TXN02737,AP0748,2024-12-25,Swiggy,Shopping,43450.83
TXN02738,AP0068,2024-05-04,IRCTC,Utilities,29707.25
TXN02739,AP0694,2024-06-25,Myntra,Entertainment,43261.65
TXN02740,AP0949,2023-12-22,Amazon,Utilities,38618.26
TXN02741,AP0462,2024-02-11,IRCTC,Entertainment,5285.2
TXN02742,AP0806,2023-04-23,Ola,Entertainment,36700.19
TXN02743,AP0466,2023-08-22,Swiggy,Shopping,30134.97
TXN02744,AP0895,2024-08-09,Swiggy,Entertainment,18650.21
TXN02745,AP0500,2024-11-15,MakeMyTrip,Entertainment,14335.21
TXN02746,AP0050,2023-02-25,IRCTC,Entertainment,8373.87
TXN02747,AP0472,2023-11-02,Flipkart,Dining,14719.9
TXN02748,AP0229,2023-11-29,MakeMyTrip,Groceries,42122.56
TXN02749,AP0747,2023-09-03,Zomato,Dining,39934.35
TXN02750,AP0345,2023-05-02,Big Bazaar,Travel,6134.15
TXN02751,AP0923,2025-03-31,IRCTC,Entertainment,1418.02
TXN02752,AP0955,2024-05-08,Swiggy,Travel,47610.19
TXN02753,AP0312,2023-07-17,IRCTC,Utilities,17026.69
TXN02754,AP0694,2023-10-11,IRCTC,Travel,33772.5
TXN02755,AP0206,2023-01-03,Myntra,Groceries,8270.06
TXN02756,AP0151,2023-11-07,IRCTC,Utilities,12758.79
TXN02757,AP0208,2023-03-31,Amazon,Dining,1208.91
TXN02758,AP0075,2025-02-23,Zomato,Groceries,9296.95
TXN02759,AP0147,2023-10-15,Ola,Travel,22648.92
TXN02760,AP0336,2025-01-31,Uber,Groceries,44097.43
TXN02761,AP0738,2023-03-01,Uber,Groceries,16120.14
TXN02762,AP0419,2024-06-11,Big Bazaar,Entertainment,10469.04
TXN02763,AP0707,2023-01-29,Ola,Groceries,15145.9
TXN02764,AP0701,2023-10-02,Ola,Dining,11306.84
TXN02765,AP0456,2024-02-22,Ola,Shopping,34149.16
TXN02766,AP0592,2024-02-11,Big Bazaar,Groceries,32554.87
TXN02767,AP0926,2023-12-09,Ola,Shopping,32541.06
TXN02768,AP0279,2023-08-21,Myntra,Shopping,27503.73
TXN02769,AP0833,2024-03-11,Flipkart,Shopping,33116.73
TXN02770,AP0339,2024-06-28,Big Bazaar,Shopping,40184.84
TXN02771,AP0280,2024-02-29,Uber,Entertainment,49324.33
TXN02772,AP0944,2023-02-01,Ola,Dining,3438.79
TXN02773,AP0032,2024-02-04,Swiggy,Travel,42198.37
TXN02774,AP0048,2024-04-14,IRCTC,Entertainment,43645.02
TXN02775,AP0045,2024-05-15,Big Bazaar,Entertainment,32990.67
TXN02776,AP0770,2023-01-13,IRCTC,Utilities,47990.81
TXN02777,AP0253,2023-07-08,Amazon,Dining,6625.42
TXN02778,AP0596,2024-12-03,Amazon,Entertainment,38335.0
TXN02779,AP0880,2024-10-20,MakeMyTrip,Utilities,37586.24
TXN02780,AP0780,2023-11-20,Amazon,Dining,35553.67
TXN02781,AP0923,2024-01-28,Amazon,Travel,33528.67
TXN02782,AP0902,2023-05-20,Flipkart,Shopping,25164.66
TXN02783,AP0064,2023-07-11,Big Bazaar,Entertainment,17234.13
TXN02784,AP0973,2023-08-22,Uber,Entertainment,8426.1
TXN02785,AP0363,2023-08-26,Flipkart,Travel,31714.04
TXN02786,AP0361,2023-08-05,Big Bazaar,Shopping,44941.19
TXN02787,AP0825,2024-08-13,Uber,Dining,42777.13
TXN02788,AP0358,2024-02-18,Flipkart,Dining,16882.71
TXN02789,AP0131,2023-09-06,Zomato,Entertainment,40580.31
TXN02790,AP0947,2025-03-09,Big Bazaar,Shopping,35404.33
TXN02791,AP0140,2023-10-22,Amazon,Dining,18202.68
TXN02792,AP0778,2023-12-18,IRCTC,Entertainment,21820.12
TXN02793,AP0121,2024-05-18,Myntra,Entertainment,10411.15
TXN02794,AP0205,2023-09-10,Flipkart,Entertainment,11164.56
TXN02795,AP0999,2023-12-22,Myntra,Shopping,20861.37
TXN02796,AP0455,2023-11-22,Swiggy,Travel,778.15
TXN02797,AP0742,2023-07-24,Amazon,Shopping,29775.91
TXN02798,AP0885,2023-11-01,Swiggy,Travel,19679.81
TXN02799,AP0916,2025-01-02,MakeMyTrip,Dining,47217.2
TXN02800,AP0791,2023-04-15,Big Bazaar,Shopping,16760.93
TXN02801,AP0031,2023-12-20,Uber,Utilities,19788.99
TXN02802,AP0738,2023-09-05,MakeMyTrip,Utilities,10298.22
TXN02803,AP0245,2025-03-21,Ola,Travel,45228.8
TXN02804,AP0976,2023-08-10,Flipkart,Shopping,39912.26
TXN02805,AP0951,2023-08-22,Flipkart,Entertainment,18075.63
TXN02806,AP0341,2023-04-10,Big Bazaar,Utilities,24558.61
TXN02807,AP0868,2023-03-10,Flipkart,Entertainment,8023.44
TXN02808,AP0922,2024-08-27,Ola,Utilities,26227.59
TXN02809,AP0290,2023-11-30,IRCTC,Shopping,49143.26
TXN02810,AP0974,2024-11-07,Ola,Entertainment,6366.47
TXN02811,AP0284,2024-02-25,Ola,Utilities,10852.68
TXN02812,AP0797,2023-05-21,Amazon,Utilities,12820.88
TXN02813,AP0607,2024-04-29,Big Bazaar,Groceries,45361.71
TXN02814,AP0323,2023-12-15,Zomato,Entertainment,17340.94
TXN02815,AP0232,2024-12-30,Swiggy,Utilities,40306.66
TXN02816,AP0768,2023-05-05,MakeMyTrip,Groceries,33583.18
TXN02817,AP0570,2024-03-16,Flipkart,Utilities,8726.77
TXN02818,AP0368,2023-06-17,Ola,Entertainment,20043.75
TXN02819,AP0887,2025-02-13,Flipkart,Groceries,42818.6
TXN02820,AP0275,2024-03-20,Amazon,Dining,42959.7
TXN02821,AP0450,2024-12-03,IRCTC,Utilities,25333.92
TXN02822,AP0842,2023-06-02,Zomato,Dining,19589.72
TXN02823,AP0698,2023-06-26,Flipkart,Shopping,42040.53
TXN02824,AP0484,2024-10-30,Swiggy,Utilities,32168.31
TXN02825,AP0075,2023-11-10,Ola,Entertainment,21657.08
TXN02826,AP0619,2023-05-11,Myntra,Groceries,16466.06
TXN02827,AP0869,2024-07-15,Myntra,Groceries,20973.98
TXN02828,AP0597,2025-03-26,MakeMyTrip,Entertainment,3741.78
TXN02829,AP0550,2024-11-17,MakeMyTrip,Entertainment,40719.89
TXN02830,AP0112,2024-07-09,Myntra,Groceries,12270.89
TXN02831,AP0313,2023-06-19,Ola,Travel,41548.05
TXN02832,AP0724,2024-11-03,Big Bazaar,Groceries,11892.15
TXN02833,AP0133,2024-05-30,IRCTC,Dining,20656.89
TXN02834,AP0225,2024-03-31,Zomato,Shopping,31097.2
TXN02835,AP0946,2024-02-22,Ola,Travel,34634.24
TXN02836,AP0004,2023-05-07,Amazon,Shopping,2261.11
TXN02837,AP0642,2025-02-02,Swiggy,Travel,32967.28
TXN02838,AP0867,2025-01-01,Myntra,Travel,15535.22
TXN02839,AP0608,2025-03-31,Swiggy,Entertainment,17558.73
TXN02840,AP0156,2023-12-19,IRCTC,Shopping,27777.95
TXN02841,AP0787,2024-03-13,Ola,Utilities,41775.51
TXN02842,AP0173,2023-06-22,MakeMyTrip,Shopping,30596.71
TXN02843,AP0307,2024-05-13,IRCTC,Entertainment,49129.18
TXN02844,AP0414,2023-11-26,Zomato,Dining,48319.41
TXN02845,AP0685,2023-06-12,Flipkart,Dining,34670.25
TXN02846,AP0824,2024-03-07,Flipkart,Entertainment,21462.8
TXN02847,AP0093,2023-01-02,IRCTC,Travel,28099.7
TXN02848,AP0868,2024-12-10,Zomato,Dining,21794.93
TXN02849,AP0815,2025-02-20,MakeMyTrip,Groceries,15038.53
TXN02850,AP0311,2023-12-28,IRCTC,Utilities,38604.1
TXN02851,AP0234,2024-09-30,Myntra,Groceries,12811.64
TXN02852,AP0712,2023-06-11,Myntra,Entertainment,17175.45
TXN02853,AP0262,2023-11-20,Ola,Dining,29850.61
TXN02854,AP0853,2023-04-08,Zomato,Groceries,18881.04
TXN02855,AP0288,2023-04-04,MakeMyTrip,Groceries,33222.43
TXN02856,AP0987,2024-01-11,MakeMyTrip,Utilities,46370.81
TXN02857,AP0451,2024-12-16,Amazon,Groceries,42343.34
TXN02858,AP0531,2023-12-13,Amazon,Entertainment,42844.42
TXN02859,AP0295,2023-06-11,Big Bazaar,Groceries,23854.63
TXN02860,AP0896,2023-12-24,Big Bazaar,Utilities,17325.24
TXN02861,AP0411,2025-01-11,Ola,Utilities,29906.76
TXN02862,AP0560,2024-03-24,Amazon,Utilities,43428.13
TXN02863,AP0323,2025-01-12,MakeMyTrip,Dining,6349.9
TXN02864,AP0791,2025-01-27,IRCTC,Utilities,13656.36
TXN02865,AP0709,2025-03-28,Myntra,Travel,44419.13
TXN02866,AP0447,2023-08-18,IRCTC,Dining,47772.92
TXN02867,AP0738,2023-01-15,Swiggy,Dining,37676.38
TXN02868,AP0551,2024-06-06,Amazon,Entertainment,39122.63
TXN02869,AP0312,2023-08-15,Amazon,Travel,37890.09
TXN02870,AP0335,2024-01-23,Zomato,Travel,4838.7
TXN02871,AP0311,2023-09-02,Amazon,Groceries,39246.16
TXN02872,AP0577,2025-03-16,Myntra,Utilities,4724.67
TXN02873,AP0556,2025-03-19,MakeMyTrip,Entertainment,41904.75
TXN02874,AP0410,2023-06-23,IRCTC,Entertainment,34071.67
TXN02875,AP0828,2023-01-19,Uber,Utilities,1416.73
TXN02876,AP0247,2025-02-10,Zomato,Groceries,23491.92
TXN02877,AP0926,2023-07-07,Zomato,Groceries,18934.36
TXN02878,AP0796,2024-02-25,MakeMyTrip,Groceries,8160.87
TXN02879,AP0770,2023-05-22,Zomato,Dining,16147.55
TXN02880,AP0116,2024-07-18,Zomato,Utilities,27983.11
TXN02881,AP0422,2023-12-24,Ola,Utilities,39240.1
TXN02882,AP0651,2023-08-11,Uber,Travel,23738.2
TXN02883,AP0910,2023-07-09,Big Bazaar,Groceries,919.28
TXN02884,AP0995,2023-11-17,Big Bazaar,Dining,21280.3
TXN02885,AP0940,2025-03-07,Flipkart,Shopping,33919.02
TXN02886,AP0129,2023-10-28,Flipkart,Groceries,43444.27
TXN02887,AP0109,2024-11-14,Amazon,Groceries,9112.25
TXN02888,AP0643,2024-01-20,Swiggy,Groceries,12281.08
TXN02889,AP0168,2025-01-23,Uber,Utilities,4612.03
TXN02890,AP0224,2023-05-15,Flipkart,Entertainment,30236.11
TXN02891,AP0977,2024-05-16,MakeMyTrip,Travel,31525.94
TXN02892,AP0861,2023-10-20,Big Bazaar,Groceries,6415.95
TXN02893,AP0592,2024-01-06,Zomato,Utilities,22215.28
TXN02894,AP0778,2024-11-05,MakeMyTrip,Groceries,44144.63
TXN02895,AP0656,2023-07-21,Uber,Utilities,23401.74
TXN02896,AP0442,2023-11-04,Uber,Shopping,27312.96
TXN02897,AP0280,2025-01-15,Amazon,Dining,31757.17
TXN02898,AP0664,2025-04-01,Ola,Entertainment,9758.96
TXN02899,AP0715,2023-07-21,Myntra,Dining,21041.3
TXN02900,AP0817,2023-12-30,IRCTC,Entertainment,43486.77
TXN02901,AP0877,2024-05-10,Swiggy,Dining,43684.89
TXN02902,AP0555,2024-03-09,Myntra,Groceries,37107.63
TXN02903,AP0970,2024-01-05,Flipkart,Travel,46712.33
TXN02904,AP0799,2023-02-27,Uber,Groceries,10778.87
TXN02905,AP0893,2024-10-09,Big Bazaar,Entertainment,46172.43
TXN02906,AP0252,2025-02-08,Zomato,Travel,35625.41
TXN02907,AP0670,2024-02-14,Swiggy,Shopping,8817.52
TXN02908,AP0281,2023-08-29,Big Bazaar,Shopping,12368.77
TXN02909,AP0224,2023-04-19,MakeMyTrip,Entertainment,35427.47
TXN02910,AP0827,2024-04-18,MakeMyTrip,Entertainment,35646.29
TXN02911,AP0999,2024-04-29,IRCTC,Entertainment,7562.76
TXN02912,AP0887,2024-10-02,IRCTC,Utilities,26168.53
TXN02913,AP0727,2024-04-25,Myntra,Dining,19388.7
TXN02914,AP0931,2023-03-05,Zomato,Travel,21141.78
TXN02915,AP0285,2024-02-27,Swiggy,Dining,29420.13
TXN02916,AP0552,2025-02-09,Zomato,Dining,39434.4
TXN02917,AP0778,2024-02-27,Uber,Dining,47068.28
TXN02918,AP0785,2024-02-22,Ola,Shopping,47053.0
TXN02919,AP0664,2023-07-20,Amazon,Dining,11795.83
TXN02920,AP0634,2024-09-12,Myntra,Travel,45729.36
TXN02921,AP0844,2024-05-24,Ola,Travel,9414.9
TXN02922,AP0432,2023-03-14,MakeMyTrip,Dining,46556.74
TXN02923,AP0331,2023-12-24,Zomato,Travel,38204.87
TXN02924,AP0159,2024-08-22,Zomato,Shopping,45087.86
TXN02925,AP0914,2023-03-16,Swiggy,Utilities,38714.98
TXN02926,AP0798,2023-11-08,Flipkart,Utilities,9521.53
TXN02927,AP0769,2023-10-30,Zomato,Dining,20611.29
TXN02928,AP0283,2023-03-12,Uber,Utilities,15808.74
TXN02929,AP0013,2023-01-18,IRCTC,Travel,28293.77
TXN02930,AP0202,2023-02-05,Uber,Dining,28190.82
TXN02931,AP0366,2023-07-18,Swiggy,Entertainment,35946.63
TXN02932,AP0407,2024-04-11,Uber,Entertainment,15076.46
TXN02933,AP0016,2024-02-11,Myntra,Entertainment,13528.88
TXN02934,AP0401,2024-11-19,Ola,Entertainment,29852.32
TXN02935,AP0557,2024-01-02,Ola,Dining,14813.74
TXN02936,AP0404,2025-03-16,IRCTC,Utilities,36791.85
TXN02937,AP0506,2023-06-28,Swiggy,Dining,30816.82
TXN02938,AP0322,2023-10-27,Amazon,Dining,22139.42
TXN02939,AP0343,2024-03-31,IRCTC,Shopping,531.54
TXN02940,AP0867,2023-04-26,Myntra,Utilities,34266.27
TXN02941,AP0781,2024-08-15,Myntra,Entertainment,13128.98
TXN02942,AP0725,2023-06-18,Ola,Travel,6604.35
TXN02943,AP0881,2024-03-28,Ola,Travel,35028.19
TXN02944,AP0445,2025-03-01,Amazon,Entertainment,33370.21
TXN02945,AP0484,2023-11-04,Ola,Utilities,10466.03
TXN02946,AP0580,2023-05-02,Myntra,Utilities,867.83
TXN02947,AP0395,2023-02-06,Ola,Entertainment,15317.25
TXN02948,AP0950,2024-04-03,Myntra,Travel,42394.99
TXN02949,AP0432,2024-11-24,IRCTC,Utilities,45535.04
TXN02950,AP0885,2024-07-10,Flipkart,Utilities,41594.79
TXN02951,AP0285,2023-01-08,Myntra,Entertainment,27554.63
TXN02952,AP0719,2023-05-14,Big Bazaar,Entertainment,34304.33
TXN02953,AP0319,2024-10-23,Swiggy,Entertainment,24482.3
TXN02954,AP0937,2024-10-17,Big Bazaar,Utilities,34777.05
TXN02955,AP0673,2023-03-12,Ola,Utilities,17119.2
TXN02956,AP0150,2024-07-08,Flipkart,Travel,41777.29
TXN02957,AP0571,2024-03-12,MakeMyTrip,Dining,43494.87
TXN02958,AP0112,2024-01-10,IRCTC,Dining,34862.31
TXN02959,AP0210,2024-11-24,Ola,Utilities,25153.02
TXN02960,AP0651,2023-12-15,Zomato,Groceries,26444.05
TXN02961,AP0726,2023-07-11,Zomato,Shopping,2274.28
TXN02962,AP0314,2024-07-10,Swiggy,Utilities,23596.86
TXN02963,AP0571,2024-01-16,IRCTC,Shopping,23257.18
TXN02964,AP0225,2024-01-27,Zomato,Utilities,30042.75
TXN02965,AP0163,2025-01-12,Swiggy,Travel,21647.84
TXN02966,AP0291,2024-04-12,Zomato,Shopping,42652.99
TXN02967,AP0987,2024-08-30,Zomato,Entertainment,27750.16
TXN02968,AP0019,2023-06-10,Flipkart,Travel,11164.77
TXN02969,AP0865,2024-03-17,MakeMyTrip,Dining,35990.09
TXN02970,AP0594,2023-09-12,Uber,Shopping,46929.18
TXN02971,AP0857,2025-01-14,Flipkart,Dining,45334.96
TXN02972,AP0972,2023-01-11,Ola,Groceries,44723.37
TXN02973,AP0037,2024-07-12,Myntra,Shopping,7087.75
TXN02974,AP0609,2024-08-25,Swiggy,Utilities,48804.48
TXN02975,AP0058,2024-05-14,Zomato,Groceries,44852.88
TXN02976,AP0464,2024-06-08,Zomato,Shopping,30639.4
TXN02977,AP0871,2024-10-05,MakeMyTrip,Shopping,22135.06
TXN02978,AP0043,2024-06-08,Ola,Entertainment,4839.12
TXN02979,AP0491,2024-01-31,Ola,Entertainment,21244.53
TXN02980,AP0607,2025-02-11,Amazon,Shopping,21073.91
TXN02981,AP0276,2023-09-25,Uber,Entertainment,29063.15
TXN02982,AP0193,2024-03-12,MakeMyTrip,Dining,18408.46
TXN02983,AP0331,2024-07-17,Ola,Dining,48833.97
TXN02984,AP0096,2025-03-13,Myntra,Travel,43700.42
TXN02985,AP0760,2023-12-21,Flipkart,Groceries,13776.22
TXN02986,AP0835,2024-06-19,Myntra,Shopping,18038.66
TXN02987,AP0563,2023-09-30,Amazon,Shopping,3479.99
TXN02988,AP0107,2024-02-06,Ola,Travel,5531.19
TXN02989,AP0222,2023-11-24,Flipkart,Utilities,14702.24
TXN02990,AP0061,2024-02-01,IRCTC,Groceries,32391.04
TXN02991,AP0420,2024-04-04,Ola,Dining,25481.3
TXN02992,AP0775,2025-02-20,MakeMyTrip,Shopping,49162.56
TXN02993,AP0621,2024-03-18,MakeMyTrip,Shopping,36116.1
TXN02994,AP0311,2024-08-24,IRCTC,Travel,23041.69
TXN02995,AP0744,2023-12-17,Flipkart,Entertainment,35325.71
TXN02996,AP0614,2023-04-29,Big Bazaar,Groceries,26154.63
TXN02997,AP0228,2024-07-01,Flipkart,Entertainment,15564.58
TXN02998,AP0327,2023-12-07,Flipkart,Utilities,22333.39
TXN02999,AP0413,2024-07-30,Amazon,Utilities,8563.3
TXN03000,AP0851,2024-01-20,Ola,Entertainment,665.59
TXN03001,AP0147,2023-11-19,Ola,Shopping,26111.81
TXN03002,AP0270,2024-01-17,Ola,Dining,1205.0
TXN03003,AP0835,2024-11-06,Big Bazaar,Utilities,3908.14
TXN03004,AP0478,2024-07-05,Zomato,Shopping,31719.73
TXN03005,AP0855,2023-05-11,IRCTC,Dining,9690.25
TXN03006,AP0783,2024-12-20,Uber,Travel,37252.28
TXN03007,AP0295,2024-10-18,Big Bazaar,Shopping,47253.02
TXN03008,AP0872,2023-05-22,Flipkart,Shopping,7021.65
TXN03009,AP0810,2024-03-20,Flipkart,Dining,39538.97
TXN03010,AP0605,2024-01-24,Myntra,Dining,15746.72
TXN03011,AP0525,2024-01-15,Swiggy,Shopping,21926.79
TXN03012,AP0575,2024-04-15,Flipkart,Travel,43616.35
TXN03013,AP0728,2024-01-14,Ola,Dining,45645.75
TXN03014,AP0201,2023-01-07,IRCTC,Utilities,19050.82
TXN03015,AP0090,2023-06-25,Swiggy,Travel,715.67
TXN03016,AP0942,2023-11-03,MakeMyTrip,Shopping,8369.38
TXN03017,AP0497,2024-09-02,Swiggy,Shopping,40276.37
TXN03018,AP0355,2025-03-31,Ola,Travel,7566.53
TXN03019,AP0907,2023-01-21,Zomato,Dining,22001.08
TXN03020,AP0696,2025-03-03,IRCTC,Dining,12471.15
TXN03021,AP0345,2023-03-21,Amazon,Dining,24609.55
TXN03022,AP0238,2025-03-03,Flipkart,Dining,16364.27
TXN03023,AP0553,2023-06-28,Amazon,Dining,16984.19
TXN03024,AP0441,2025-03-19,Flipkart,Entertainment,28919.82
TXN03025,AP0978,2025-02-08,IRCTC,Utilities,44871.47
TXN03026,AP0550,2024-06-23,Ola,Utilities,8302.65
TXN03027,AP0229,2024-02-04,Ola,Groceries,7708.29
TXN03028,AP0913,2024-06-30,Myntra,Dining,2456.46
TXN03029,AP0781,2023-10-03,Flipkart,Shopping,43304.53
TXN03030,AP0122,2025-02-03,IRCTC,Dining,18613.85
TXN03031,AP0601,2024-07-11,MakeMyTrip,Shopping,23635.53
TXN03032,AP0130,2023-07-06,MakeMyTrip,Shopping,1982.68
TXN03033,AP0035,2024-04-05,Flipkart,Utilities,23019.19
TXN03034,AP0706,2024-07-21,Uber,Shopping,18846.54
TXN03035,AP0031,2025-02-10,Flipkart,Travel,25257.0
TXN03036,AP0123,2023-11-24,Myntra,Travel,3130.07
TXN03037,AP0635,2023-03-11,Flipkart,Entertainment,31268.82
TXN03038,AP0149,2024-01-14,Swiggy,Travel,2631.3
TXN03039,AP0513,2024-02-12,Myntra,Dining,38409.21
TXN03040,AP0123,2024-11-23,Flipkart,Groceries,45468.4
TXN03041,AP0465,2023-08-31,Zomato,Shopping,27466.35
TXN03042,AP0211,2024-02-03,Zomato,Utilities,21022.99
TXN03043,AP0561,2023-04-16,Ola,Shopping,44766.96
TXN03044,AP0845,2023-11-27,Uber,Utilities,8535.95
TXN03045,AP0074,2024-09-03,IRCTC,Groceries,2377.27
TXN03046,AP0636,2023-08-31,Flipkart,Groceries,44366.62
TXN03047,AP0055,2023-01-19,Flipkart,Travel,28720.3
TXN03048,AP0374,2023-09-14,Flipkart,Shopping,35245.5
TXN03049,AP0629,2023-10-06,MakeMyTrip,Groceries,27353.81
TXN03050,AP0422,2024-12-09,Zomato,Entertainment,7045.12
TXN03051,AP0214,2023-01-30,Myntra,Groceries,2969.79
TXN03052,AP0146,2024-11-26,Myntra,Groceries,32377.26
TXN03053,AP0657,2023-10-28,Myntra,Entertainment,10023.92
TXN03054,AP0838,2023-04-18,Amazon,Groceries,6001.32
TXN03055,AP0112,2025-01-01,Swiggy,Shopping,38340.92
TXN03056,AP0064,2024-11-11,Ola,Shopping,6348.41
TXN03057,AP0776,2024-12-07,MakeMyTrip,Shopping,40639.77
TXN03058,AP0678,2024-05-09,Uber,Travel,48423.19
TXN03059,AP0338,2025-03-08,Myntra,Utilities,19748.55
TXN03060,AP0556,2023-04-17,Amazon,Groceries,20838.97
TXN03061,AP0353,2024-07-29,MakeMyTrip,Entertainment,43861.49
TXN03062,AP0526,2023-05-11,Swiggy,Entertainment,36703.52
TXN03063,AP0741,2025-03-19,Swiggy,Shopping,38936.88
TXN03064,AP0588,2023-05-01,MakeMyTrip,Groceries,45289.67
TXN03065,AP0436,2024-12-06,IRCTC,Groceries,10070.22
TXN03066,AP0975,2023-10-01,IRCTC,Entertainment,3485.11
TXN03067,AP0764,2024-02-16,Ola,Entertainment,35259.94
TXN03068,AP0466,2023-03-05,Amazon,Dining,2763.71
TXN03069,AP0457,2024-04-04,Zomato,Travel,2869.28
TXN03070,AP0454,2023-03-08,IRCTC,Shopping,20408.8
TXN03071,AP0841,2024-11-05,Flipkart,Groceries,31450.94
TXN03072,AP0128,2023-05-31,Ola,Shopping,18083.1
TXN03073,AP0946,2024-04-22,Uber,Travel,6987.62
TXN03074,AP0448,2023-01-20,Big Bazaar,Utilities,19936.1
TXN03075,AP0239,2025-03-30,Uber,Groceries,43644.84
TXN03076,AP0824,2024-07-09,IRCTC,Utilities,41870.62
TXN03077,AP0855,2023-10-12,Myntra,Utilities,37060.64
TXN03078,AP0932,2025-03-05,IRCTC,Entertainment,32407.61
TXN03079,AP0375,2023-05-26,MakeMyTrip,Entertainment,30173.73
TXN03080,AP0280,2023-01-20,Swiggy,Travel,12557.09
TXN03081,AP0804,2023-02-03,Swiggy,Shopping,26938.83
TXN03082,AP0559,2023-12-04,MakeMyTrip,Utilities,40729.49
TXN03083,AP0819,2024-01-31,IRCTC,Shopping,39439.45
TXN03084,AP0978,2023-04-02,Big Bazaar,Utilities,9607.3
TXN03085,AP0601,2024-03-04,IRCTC,Travel,46291.66
TXN03086,AP0201,2023-07-29,Zomato,Utilities,22476.67
TXN03087,AP0154,2024-12-18,Ola,Groceries,32569.57
TXN03088,AP0971,2023-09-07,IRCTC,Travel,31792.86
TXN03089,AP0737,2023-12-05,Zomato,Utilities,27772.81
TXN03090,AP0996,2024-08-28,Amazon,Shopping,4209.9
TXN03091,AP0943,2023-06-29,Zomato,Utilities,26077.16
TXN03092,AP0236,2025-02-11,Zomato,Utilities,28634.87
TXN03093,AP0959,2024-11-26,MakeMyTrip,Shopping,4287.32
TXN03094,AP0393,2023-11-26,Uber,Utilities,45887.23
TXN03095,AP0593,2023-05-10,Swiggy,Dining,11228.13
TXN03096,AP0476,2024-01-23,Ola,Groceries,29105.29
TXN03097,AP0047,2023-07-30,Swiggy,Travel,45313.91
TXN03098,AP0139,2023-06-19,Myntra,Entertainment,5453.72
TXN03099,AP0116,2024-11-22,Zomato,Utilities,13594.87
TXN03100,AP0250,2024-02-04,Flipkart,Shopping,12404.38
TXN03101,AP0396,2025-03-09,IRCTC,Shopping,36983.66
TXN03102,AP0249,2023-07-23,Amazon,Dining,615.2
TXN03103,AP0376,2023-04-27,Flipkart,Entertainment,30948.76
TXN03104,AP0995,2024-10-19,MakeMyTrip,Dining,16009.76
